rho,len,bkpt
44.17670682730924,3000,195.368
44.17670682730924,3500,194.388
44.17670682730924,4000,196.38
44.17670682730924,4500,196.868
44.17670682730924,5000,196.332
44.17670682730924,5500,198.02
44.17670682730924,6000,199.232
44.17670682730924,6500,197.052
44.17670682730924,7000,198.748
44.17670682730924,7500,197.94
44.17670682730924,8000,197.66
44.17670682730924,8500,199.864
44.17670682730924,9000,199.912
44.17670682730924,9500,202.108
44.17670682730924,10000,196.992
46.18473895582329,2000,201.228
46.18473895582329,2500,201.028
46.18473895582329,3000,204.644
46.18473895582329,3500,202.836
46.18473895582329,4000,206.896
46.18473895582329,4500,207.26
46.18473895582329,5000,205.516
46.18473895582329,5500,207.6
46.18473895582329,6000,205.032
46.18473895582329,6500,205.424
46.18473895582329,7000,206.648
46.18473895582329,7500,205.14
46.18473895582329,8000,209.84
46.18473895582329,8500,208.32
46.18473895582329,9000,206.292
46.18473895582329,9500,209.568
46.18473895582329,10000,208.928
48.19277108433735,2000,204.12
48.19277108433735,2500,210.408
48.19277108433735,3000,212.664
48.19277108433735,3500,213.772
48.19277108433735,4000,214.3
48.19277108433735,4500,212.624
48.19277108433735,5000,212.852
48.19277108433735,5500,214.784
48.19277108433735,6000,215.12
48.19277108433735,6500,216.024
48.19277108433735,7000,218.144
48.19277108433735,7500,218.208
48.19277108433735,8000,216.82
48.19277108433735,8500,218.348
48.19277108433735,9000,216.42
48.19277108433735,9500,216.156
48.19277108433735,10000,219.372
50.20080321285141,2000,219.476
50.20080321285141,2500,220.096
50.20080321285141,3000,219.636
50.20080321285141,3500,221.164
50.20080321285141,4000,222.056
50.20080321285141,4500,221.764
50.20080321285141,5000,228.348
50.20080321285141,5500,223.072
50.20080321285141,6000,220.696
50.20080321285141,6500,225.756
50.20080321285141,7000,224.416
50.20080321285141,7500,224.508
50.20080321285141,8000,228.072
50.20080321285141,8500,225.156
50.20080321285141,9000,226.448
50.20080321285141,9500,227.832
50.20080321285141,10000,227.292
52.208835341365464,2000,222.716
52.208835341365464,2500,227.836
52.208835341365464,3000,229.688
52.208835341365464,3500,228.22
52.208835341365464,4000,231.956
52.208835341365464,4500,230.432
52.208835341365464,5000,234.56
52.208835341365464,5500,233.136
52.208835341365464,6000,231.556
52.208835341365464,6500,233.416
52.208835341365464,7000,234.536
52.208835341365464,7500,234.92
52.208835341365464,8000,233.524
52.208835341365464,8500,237.956
52.208835341365464,9000,233.864
52.208835341365464,9500,235.752
52.208835341365464,10000,233.48
54.21686746987952,2000,232.964
54.21686746987952,2500,235.832
54.21686746987952,3000,234.616
54.21686746987952,3500,238.144
54.21686746987952,4000,239.272
54.21686746987952,4500,240.06
54.21686746987952,5000,241.448
54.21686746987952,5500,242.368
54.21686746987952,6000,240.604
54.21686746987952,6500,241.632
54.21686746987952,7000,243.572
54.21686746987952,7500,242.16
54.21686746987952,8000,243.452
54.21686746987952,8500,242.252
54.21686746987952,9000,242.244
54.21686746987952,9500,241.04
54.21686746987952,10000,244.672
56.22489959839358,2000,237.436
56.22489959839358,2500,241.016
56.22489959839358,3000,245.46
56.22489959839358,3500,248.568
56.22489959839358,4000,244.948
56.22489959839358,4500,246.136
56.22489959839358,5000,249.464
56.22489959839358,5500,250.268
56.22489959839358,6000,250.468
56.22489959839358,6500,251.9
56.22489959839358,7000,251.104
56.22489959839358,7500,250.908
56.22489959839358,8000,250.08
56.22489959839358,8500,252.88
56.22489959839358,9000,251.636
56.22489959839358,9500,253.292
56.22489959839358,10000,253.812
58.23293172690764,2000,248.06
58.23293172690764,2500,253.16
58.23293172690764,3000,255.068
58.23293172690764,3500,255.596
58.23293172690764,4000,257.764
58.23293172690764,4500,258.908
58.23293172690764,5000,260.404
58.23293172690764,5500,257.468
58.23293172690764,6000,260.148
58.23293172690764,6500,259.02
58.23293172690764,7000,259.06
58.23293172690764,7500,260.556
58.23293172690764,8000,259.748
58.23293172690764,8500,262.136
58.23293172690764,9000,259.844
58.23293172690764,9500,263.812
58.23293172690764,10000,262.912
60.24096385542169,2000,253.556
60.24096385542169,2500,260.592
60.24096385542169,3000,263.876
60.24096385542169,3500,264.54
60.24096385542169,4000,265.076
60.24096385542169,4500,266.744
60.24096385542169,5000,265.792
60.24096385542169,5500,264.876
60.24096385542169,6000,269.8
60.24096385542169,6500,264.988
60.24096385542169,7000,268.452
60.24096385542169,7500,269.3
60.24096385542169,8000,267.792
60.24096385542169,8500,266.904
60.24096385542169,9000,268.26
60.24096385542169,9500,271.396
60.24096385542169,10000,272.544
62.24899598393574,2000,263.18
62.24899598393574,2500,264.708
62.24899598393574,3000,268.704
62.24899598393574,3500,271.332
62.24899598393574,4000,271.656
62.24899598393574,4500,271.236
62.24899598393574,5000,274.808
62.24899598393574,5500,277.288
62.24899598393574,6000,276.116
62.24899598393574,6500,276.452
62.24899598393574,7000,282.58
62.24899598393574,7500,278.812
62.24899598393574,8000,278.248
62.24899598393574,8500,278.824
62.24899598393574,9000,277.652
62.24899598393574,9500,277.916
62.24899598393574,10000,278.936
64.2570281124498,2000,269.812
64.2570281124498,2500,273.672
64.2570281124498,3000,279.492
64.2570281124498,3500,279.456
64.2570281124498,4000,282.708
64.2570281124498,4500,282.22
64.2570281124498,5000,281.744
64.2570281124498,5500,281.38
64.2570281124498,6000,283.812
64.2570281124498,6500,286.42
64.2570281124498,7000,288.132
64.2570281124498,7500,284.64
64.2570281124498,8000,291.108
64.2570281124498,8500,282.388
64.2570281124498,9000,287.2
64.2570281124498,9500,286.384
64.2570281124498,10000,291.688
66.26506024096386,2000,280.496
66.26506024096386,2500,287.864
66.26506024096386,3000,286.852
66.26506024096386,3500,289.452
66.26506024096386,4000,292.892
66.26506024096386,4500,291.008
66.26506024096386,5000,291.024
66.26506024096386,5500,291.956
66.26506024096386,6000,294.424
66.26506024096386,6500,294.144
66.26506024096386,7000,298.792
66.26506024096386,7500,296.348
66.26506024096386,8000,292.272
66.26506024096386,8500,295.252
66.26506024096386,9000,293.256
66.26506024096386,9500,296.98
66.26506024096386,10000,297.308
68.27309236947792,2000,286.36
68.27309236947792,2500,290.404
68.27309236947792,3000,291.888
68.27309236947792,3500,295.312
68.27309236947792,4000,300.4
68.27309236947792,4500,300.74
68.27309236947792,5000,301.972
68.27309236947792,5500,297.596
68.27309236947792,6000,304.292
68.27309236947792,6500,303.108
68.27309236947792,7000,305.712
68.27309236947792,7500,303.964
68.27309236947792,8000,307.924
68.27309236947792,8500,304.868
68.27309236947792,9000,307.332
68.27309236947792,9500,303.296
68.27309236947792,10000,305.672
70.28112449799197,2000,294.772
70.28112449799197,2500,299.328
70.28112449799197,3000,303.628
70.28112449799197,3500,302.908
70.28112449799197,4000,307.124
70.28112449799197,4500,305.684
70.28112449799197,5000,311.6
70.28112449799197,5500,308.94
70.28112449799197,6000,312.284
70.28112449799197,6500,311.28
70.28112449799197,7000,311.024
70.28112449799197,7500,313.688
70.28112449799197,8000,315.38
70.28112449799197,8500,313.84
70.28112449799197,9000,314.136
70.28112449799197,9500,312.8
70.28112449799197,10000,311.58
72.28915662650603,2000,300.584
72.28915662650603,2500,307.712
72.28915662650603,3000,308.408
72.28915662650603,3500,314.24
72.28915662650603,4000,316.064
72.28915662650603,4500,314.52
72.28915662650603,5000,315.532
72.28915662650603,5500,314.984
72.28915662650603,6000,318.92
72.28915662650603,6500,321.36
72.28915662650603,7000,317.1
72.28915662650603,7500,324.908
72.28915662650603,8000,324.964
72.28915662650603,8500,323.012
72.28915662650603,9000,321.216
72.28915662650603,9500,320.892
72.28915662650603,10000,324.4
74.29718875502009,2000,309.82
74.29718875502009,2500,318.052
74.29718875502009,3000,315.924
74.29718875502009,3500,324.488
74.29718875502009,4000,323.892
74.29718875502009,4500,326.872
74.29718875502009,5000,327.776
74.29718875502009,5500,328.48
74.29718875502009,6000,326.528
74.29718875502009,6500,326.084
74.29718875502009,7000,331.312
74.29718875502009,7500,329.924
74.29718875502009,8000,333.072
74.29718875502009,8500,330.204
74.29718875502009,9000,330.556
74.29718875502009,9500,329.084
74.29718875502009,10000,330.412
76.30522088353413,2000,316.176
76.30522088353413,2500,323.008
76.30522088353413,3000,329.176
76.30522088353413,3500,331.448
76.30522088353413,4000,334.024
76.30522088353413,4500,332.152
76.30522088353413,5000,333.688
76.30522088353413,5500,335.66
76.30522088353413,6000,336.06
76.30522088353413,6500,335.672
76.30522088353413,7000,336.776
76.30522088353413,7500,337.568
76.30522088353413,8000,341.196
76.30522088353413,8500,340.32
76.30522088353413,9000,340.004
76.30522088353413,9500,341.28
76.30522088353413,10000,339.512
78.3132530120482,2000,323.792
78.3132530120482,2500,329.768
78.3132530120482,3000,333.512
78.3132530120482,3500,339.604
78.3132530120482,4000,342.032
78.3132530120482,4500,343.552
78.3132530120482,5000,336.744
78.3132530120482,5500,343.596
78.3132530120482,6000,341.54
78.3132530120482,6500,344.964
78.3132530120482,7000,345.404
78.3132530120482,7500,342.46
78.3132530120482,8000,347.7
78.3132530120482,8500,348.3
78.3132530120482,9000,347.34
78.3132530120482,9500,351.876
78.3132530120482,10000,351.172
80.32128514056225,2000,330.452
80.32128514056225,2500,339.228
80.32128514056225,3000,339.872
80.32128514056225,3500,346.204
80.32128514056225,4000,351.172
80.32128514056225,4500,351.328
80.32128514056225,5000,353.12
80.32128514056225,5500,349.312
80.32128514056225,6000,350.608
80.32128514056225,6500,356.248
80.32128514056225,7000,357.128
80.32128514056225,7500,354.68
80.32128514056225,8000,355.008
80.32128514056225,8500,350.864
80.32128514056225,9000,358.664
80.32128514056225,9500,359.976
80.32128514056225,10000,353.524
82.32931726907631,2000,336.656
82.32931726907631,2500,346.144
82.32931726907631,3000,350.904
82.32931726907631,3500,352.336
82.32931726907631,4000,354.148
82.32931726907631,4500,357.544
82.32931726907631,5000,357.472
82.32931726907631,5500,360.864
82.32931726907631,6000,363.528
82.32931726907631,6500,364.532
82.32931726907631,7000,365.456
82.32931726907631,7500,364.924
82.32931726907631,8000,361.524
82.32931726907631,8500,365.036
82.32931726907631,9000,366.048
82.32931726907631,9500,363.152
82.32931726907631,10000,369.14
84.33734939759037,2000,350.56
84.33734939759037,2500,354.076
84.33734939759037,3000,357.988
84.33734939759037,3500,362.224
84.33734939759037,4000,363.68
84.33734939759037,4500,365.024
84.33734939759037,5000,368.14
84.33734939759037,5500,372.116
84.33734939759037,6000,371.028
84.33734939759037,6500,373.924
84.33734939759037,7000,369.996
84.33734939759037,7500,374.396
84.33734939759037,8000,372.304
84.33734939759037,8500,372.48
84.33734939759037,9000,375.188
84.33734939759037,9500,372.72
84.33734939759037,10000,377.42
86.34538152610442,2000,353.908
86.34538152610442,2500,360.848
86.34538152610442,3000,369.524
86.34538152610442,3500,372.708
86.34538152610442,4000,370.696
86.34538152610442,4500,378.008
86.34538152610442,5000,376.476
86.34538152610442,5500,380.208
86.34538152610442,6000,382.076
86.34538152610442,6500,377.732
86.34538152610442,7000,381.552
86.34538152610442,7500,382.72
86.34538152610442,8000,384.176
86.34538152610442,8500,381.184
86.34538152610442,9000,383.516
86.34538152610442,9500,378.036
86.34538152610442,10000,383.928
88.35341365461848,2000,364.264
88.35341365461848,2500,370.856
88.35341365461848,3000,379.552
88.35341365461848,3500,379.964
88.35341365461848,4000,379.016
88.35341365461848,4500,382.236
88.35341365461848,5000,388.248
88.35341365461848,5500,387.524
88.35341365461848,6000,388.8
88.35341365461848,6500,390.424
88.35341365461848,7000,388.5
88.35341365461848,7500,391.56
88.35341365461848,8000,388.9
88.35341365461848,8500,393.36
88.35341365461848,9000,395.332
88.35341365461848,9500,392.688
88.35341365461848,10000,391.06
90.36144578313254,2000,370.056
90.36144578313254,2500,378.968
90.36144578313254,3000,383.86
90.36144578313254,3500,384.656
90.36144578313254,4000,388.516
90.36144578313254,4500,392.696
90.36144578313254,5000,394.336
90.36144578313254,5500,393.216
90.36144578313254,6000,396.224
90.36144578313254,6500,396.228
90.36144578313254,7000,397.32
90.36144578313254,7500,400.62
90.36144578313254,8000,401.444
90.36144578313254,8500,398.836
90.36144578313254,9000,402.0
90.36144578313254,9500,401.416
90.36144578313254,10000,400.532
92.36947791164658,2000,378.184
92.36947791164658,2500,387.24
92.36947791164658,3000,387.028
92.36947791164658,3500,396.34
92.36947791164658,4000,399.692
92.36947791164658,4500,399.932
92.36947791164658,5000,402.568
92.36947791164658,5500,405.844
92.36947791164658,6000,401.9
92.36947791164658,6500,406.768
92.36947791164658,7000,406.34
92.36947791164658,7500,405.16
92.36947791164658,8000,406.356
92.36947791164658,8500,409.276
92.36947791164658,9000,412.44
92.36947791164658,9500,409.004
92.36947791164658,10000,411.088
94.37751004016064,2000,383.548
94.37751004016064,2500,394.476
94.37751004016064,3000,401.64
94.37751004016064,3500,406.204
94.37751004016064,4000,407.232
94.37751004016064,4500,406.444
94.37751004016064,5000,410.328
94.37751004016064,5500,410.568
94.37751004016064,6000,413.408
94.37751004016064,6500,411.912
94.37751004016064,7000,412.628
94.37751004016064,7500,416.852
94.37751004016064,8000,414.072
94.37751004016064,8500,416.392
94.37751004016064,9000,417.316
94.37751004016064,9500,416.084
94.37751004016064,10000,415.004
96.3855421686747,2000,390.36
96.3855421686747,2500,402.98
96.3855421686747,3000,403.848
96.3855421686747,3500,409.124
96.3855421686747,4000,412.6
96.3855421686747,4500,417.668
96.3855421686747,5000,417.98
96.3855421686747,5500,419.3
96.3855421686747,6000,420.316
96.3855421686747,6500,422.896
96.3855421686747,7000,421.516
96.3855421686747,7500,425.26
96.3855421686747,8000,426.664
96.3855421686747,8500,423.084
96.3855421686747,9000,424.124
96.3855421686747,9500,428.528
96.3855421686747,10000,428.96
98.39357429718876,2000,397.92
98.39357429718876,2500,405.784
98.39357429718876,3000,412.58
98.39357429718876,3500,417.156
98.39357429718876,4000,418.724
98.39357429718876,4500,422.76
98.39357429718876,5000,429.476
98.39357429718876,5500,426.448
98.39357429718876,6000,430.78
98.39357429718876,6500,429.224
98.39357429718876,7000,429.116
98.39357429718876,7500,434.404
98.39357429718876,8000,433.004
98.39357429718876,8500,431.104
98.39357429718876,9000,434.012
98.39357429718876,9500,437.42
98.39357429718876,10000,435.192
100.40160642570282,2000,406.088
100.40160642570282,2500,416.46
100.40160642570282,3000,420.236
100.40160642570282,3500,426.58
100.40160642570282,4000,429.36
100.40160642570282,4500,434.956
100.40160642570282,5000,434.3
100.40160642570282,5500,437.964
100.40160642570282,6000,439.416
100.40160642570282,6500,437.316
100.40160642570282,7000,441.488
100.40160642570282,7500,445.964
100.40160642570282,8000,443.024
100.40160642570282,8500,438.024
100.40160642570282,9000,445.536
100.40160642570282,9500,443.436
100.40160642570282,10000,445.3
102.40963855421687,2000,415.964
102.40963855421687,2500,423.128
102.40963855421687,3000,432.268
102.40963855421687,3500,433.972
102.40963855421687,4000,436.3
102.40963855421687,4500,442.52
102.40963855421687,5000,445.624
102.40963855421687,5500,445.488
102.40963855421687,6000,446.056
102.40963855421687,6500,447.656
102.40963855421687,7000,445.888
102.40963855421687,7500,453.528
102.40963855421687,8000,450.468
102.40963855421687,8500,450.136
102.40963855421687,9000,450.372
102.40963855421687,9500,449.48
102.40963855421687,10000,450.572
104.41767068273093,2000,422.9
104.41767068273093,2500,429.176
104.41767068273093,3000,435.168
104.41767068273093,3500,441.476
104.41767068273093,4000,444.828
104.41767068273093,4500,449.88
104.41767068273093,5000,452.448
104.41767068273093,5500,454.564
104.41767068273093,6000,453.68
104.41767068273093,6500,455.688
104.41767068273093,7000,454.888
104.41767068273093,7500,458.736
104.41767068273093,8000,461.216
104.41767068273093,8500,459.008
104.41767068273093,9000,463.812
104.41767068273093,9500,460.304
104.41767068273093,10000,465.256
106.42570281124499,2000,425.416
106.42570281124499,2500,439.388
106.42570281124499,3000,445.236
106.42570281124499,3500,448.596
106.42570281124499,4000,452.832
106.42570281124499,4500,453.876
106.42570281124499,5000,458.18
106.42570281124499,5500,462.312
106.42570281124499,6000,462.752
106.42570281124499,6500,464.108
106.42570281124499,7000,464.968
106.42570281124499,7500,465.364
106.42570281124499,8000,465.388
106.42570281124499,8500,465.82
106.42570281124499,9000,468.916
106.42570281124499,9500,473.94
106.42570281124499,10000,469.156
108.43373493975903,2000,432.912
108.43373493975903,2500,443.716
108.43373493975903,3000,454.616
108.43373493975903,3500,460.752
108.43373493975903,4000,459.512
108.43373493975903,4500,464.112
108.43373493975903,5000,464.864
108.43373493975903,5500,469.74
108.43373493975903,6000,471.88
108.43373493975903,6500,476.16
108.43373493975903,7000,472.508
108.43373493975903,7500,477.692
108.43373493975903,8000,476.096
108.43373493975903,8500,478.544
108.43373493975903,9000,476.576
108.43373493975903,9500,480.324
108.43373493975903,10000,480.188
